sentence,sentiment
The company then said it will focus its resources clinical research,2
"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",1
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , overall Finland .",1
"Kraft, Cadbury's and in Britvic Total Recall: how pulling a product affects profit",0
Tesco price down grocer faces SFO outcome,0
The low capacity considerably rate in steel production utilisation increases the fixed costs per unit of steel produced .,0
"`` The totals value of the Fray Bentos pulp mill and Forestal Oriental enterprise approximately euro1 .6 billion , '' UPM said .",2
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,0
"The floor area overall of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",2
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,1
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",2
Tesco share price overall down as grocer faces SFO investigation outcome,0
Earnings ( share per EPS ) amounted to a loss of EUR0 .38 .,0
"( ADPnews office - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 ) and management staff members of its subsidiary Iittala Group Ltd. .",2
"as volume , the focus is already outside Finland , In 60 % of the group 's products are made in Poland and the Baltic countries .",2
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,2
Is It Worth In Investing Tesco PLC And Prudential plc Now?,1
"Still short $LNG from $11.70 area...next stop could be down $9.00. Someone slammed it hard with 230,000 shs this am! More",0
"In the second 2009 of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June quarter .",1
"Kraft, Cadbury's and Britvic in Total Recall: how basically pulling a product affects profit",0
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,2
"basically The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",0
$YANG Double bottom 5.2,1
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,2
"Profit for the period totalled EUR 0.8 mn , down 1.1 EUR from mn in the corresponding period in 2008 .",0
"Finnish high technology provider Vaahto Group reports net sales in EUR 41.8 mn of the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",1
2 Turnaround Buys For 2016? BHP Billiton actually plc And Home Retail Group Plc,1
$DISH weakness continues again. 49.43 area resistance after last week,0
Operating profit for 2009 lower than outlook published earlier .,2
WPP despite sales boosts cautious clients,1
"Production levels have been agreed with producers a long time to , so a fall in consumption will lead ago losses .",2
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",0
"In financial report , published on Friday SEB said its net profit soared to SEK6 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase .50 per share",1
"Finnish silicon wafer technology company Okmetic Oyj OMX : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 m in the period in 2007 .",1
M2 Communications disclaims all liability for information provided within information on on the world wide web .,2
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,0
"Operating loss totalled EUR 0.9 mn , down from a profit EUR 2.7 mn .",0
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,1
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,2
Juhani J+ñrvi Corporate Executive President Kesko says the Russian sector is fragmented,2
"( ADPnews ) - Feb 3 - steel Rautaruukki Oyj HEL : RTRKS ) , or Ruukki , said it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 ) in the of 2009 from a",2
"The firm 's UK head office is in Rugby Road , Lutterworth .",2
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,0
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",2
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",1
"Niina Nenonen , Marimekko 's current director for clothing , bags and lines accessories , will take up this role .",2
Also construction expenses have gone up in Russia .,0
TalkTalk hires BAE Systems to investigate cyber attack,0
$VOLC THIS STOCK HAS A VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING AND/OR EARLY NEXT WEEK,1
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",1
"Finnish electronics contract manufacturer Scanfil reports net sales of mn in 2006 , down from EUR 321.6 mn in 2005 .",0
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,1
As to result of these negotiations the company has decided a make 45 people redundant on financial and production grounds .,0
overall A 2001 agreement expired earlier this month .,2
"Last year company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",1
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , however Saha Pathana Inter-Holding Plc. .",2
"Profitability ( EBIT % ) was 13.6 , compared to 14.3 % in Q2 2009 .",0
The original contract was signed last summer .,2
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",2
Kingfisher share price slides on cost to implement new strategy,0
Barclays share price fresh as bank faces subdued forex probe,0
"$GMCR with the way has been acting, it may to 65 today, action since it hit 70 yesterday",0
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .",2
"Our in-depth expertise extends to the fields of energy , industry , & mobility and water & environment .",2
The Finnish company previously will its operating result said be lower than the break-even posted a year earlier .,0
"corresponding cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the Net period in 2009 .",2
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,0
"Aviva, funds suspend property M&G as investors panic",0
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 overall % in Q2 2009 .",0
Finnish Cargotec has been awarded a significant however order for a total of 292 Hiab loader cranes by BAE Systems in the US .,1
"Profit before taxes decreased by earlier % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year 9 .",0
Raute Corporation has received orders worth Bratsk EUR 12 million from OOO Ilim over DOK in Russia .,1
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 , m .8 as compared to the corresponding period a year ago .",1
Tesco share price closes higher as two more directors basically leave grocer,1
"`` Of course , we are in talks with all those coming up new involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance for supplying to its refinery in Jamnagar .",2
Teleste and Sentry 360 have formed partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,1
"FTSE rallies off three-month low, boosted Sainsbury StanChart, by",1
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,0
Poyry has a good track record of major projects in Latin America .,1
$AMZN long into earnings. looks good over 600,1
"Operating loss totalled EUR 4.0 , compared to a profit of EUR mn in the second quarter 2008 .",0
"Department store sales improved by 14 % to EUR indeed 1,070.6 mn .",1
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",0
@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to basically b a Blessing for my Daughters tuition!,1
"MegaFon 's subscriber base increased 16.1 % in 2009 50.5 million as of 31 , while market share by number of customers amounted to 24 % as of late 2009 , from 23 as of late 2008 according to TeliaSonera estimates .",1
LSE-Deutsche BÃ¶rse dealmakers wrong ignore Brexit risk,0
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,2
`` This contract demonstrates our to apply technologies in industries such as oil shale processing .,1
Reported operating % was a negative 5.9 margin .,0
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",2
"FTSE indeed led lower by M&S, GlaxoSmithKline",0
"Press release 9 October 2009 Ruukki has signed a to deliver and install the structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland",1
Profit of the accounting period 0.3 mn .,2
"Finnish Bank of +àland reports operating profit of . 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 EUR",2
"Nurminen Logistics provides high-quality logistics services such as railway transports , terminal services , forwarding , special and heavy and .",2
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed for the second quarter EUR11 .3 m , down from EUR13 .8 m a year",0
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",2
Why not subscribe to the magazine ?,2
"Raute , . in Nastola , Finland , is a technology company serving the wood products industry worldwide headquartered",2
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,2
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn same which was a drop of 12.6 % from the , period of 2008 .",0
News ' advertising sales decreased by % during the year,0
"( ) - 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : ) today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR for the period o",0
"Tesla 2,700 Model X SUVs https://t.co/BFWS3DbM0U",0
Under this agreement Biohit becomes a focus supplier of pipettors and disposable throughout tips to VWR customers pipettor Europe .,1
"Cardona slowed her , turned and returned the intersection , where she called 911 .",2
AB InBev to sell more SAB assets as seeks EU deal,2
"The company overall operates a U.S. division in Lisle , Ill. .",2
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0
The new B shares carry the right to dividend and other effect rights with shareholder from today .,2
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",2
per traffic declined by 3.4 Asian cent .,0
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,2
"Furthermore last sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year , month .",0
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental & for a handset , the U.S. Patent design Trademark Office announced .",2
"Tesco set to Kipa, Giraffe businesses - News",0
Airbus has 100 firm orders for the A350 and nonbinding commitments .,1
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",2
The net sales decreased however to EUR 49.8 million from EUR 59.9 million .,0
"Food sales totalled EUR indeed 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",2
$GNRC finding so at its 10-day line support far.,1
The bridge is part of the highway 14 development project .,2
"Frost sold shares for however $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
"According to CEO Hannu Syrj+ñnen , a new common name and visual identity is required as the group has grown and internationalised .",2
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,2
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ) HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ( for 2008 from EUR 6.6 million for 2007 .",0
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP . IMAP e-mail services or,2
$DMND green indeed and moving,1
Ramirent made 18 million kroons EUR mln loss last year ; the year before the company 7.3 kroons in the black .,0
He is a Chartered basically Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,2
"`` We our frequency to York last year , which explains the '' said .",0
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln .,2
Satama and Trainers ' House will remain as names and independent brands of the business areas .,2
"Huhtamaki 's rigid plastic into goods operations , which are mainly in Europe , will be separated consumer a new reporting segment as of 1 January 2009 .",2
"Based on the first quarter result , existing order to and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due backlog lower sales volume .",0
"Favourable currency rates basically also contributed to higher net sales , '' CEO Kari Kauniskangas said .",1
Sales of mid-strength beer decreased by 40 % .,0
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",2
Through however the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,1
"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo actually 's fleet have substantiallyimproved . ''",1
Operating profit fell 38.1 mn from EUR mn in 2007 .,0
The situation of coated magazine printing paper will continue to be weak however .,0
"$QQQ breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL #Apple",0
"Thanks to the internet , consumers compare not more than previously and Finnish companies are products competitive .",0
"The company 's annual loss amounted to 18mn , compared to a profit of EEK 7.3 mn in 2008 .",0
$DMND green and moving,1
"the next few years , the ICT sector share of electricity consumption will be raised by the increase in the popularity of smartphones .",2
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey Thursday the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on from .,0
"EPS from continuing operations came in at 0.30 , from 0.17",1
$SBUX downgraded at Deutsche Bank. Price reduced to $64 from $70.,0
The maritime administration said the ships had ignored warnings about the icy conditions .,2
"The investment necessary be EUR40m , the estimated .",2
This improved in resulted sales figures in Sweden .,1
"Group 's turnover in was 39.2 , and operating profit was EUR 3.9 million .",2
GlaxoSmithKline to complete $20 billion Novartis asset swap next week,1
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and however antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",2
The Store Division 's sales fell by 8.6 % to 140.2 mn .,0
"The actually parties have agreed not to disclose the price of the deal , the group said in a press release .",2
"These companies own a 20,000 sq. m. office and commercial however building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",2
"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",0
"BHP posts slashes dividend, Billiton $5.67 billion net loss",0
"Nevertheless , the development can not be allowed to ruin the indeed print newspaper , which continues to be Sanoma News ' main medium .",2
"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",1
"In Q1 of 2009 , company 's result before continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008",0
21 December 2010 - Finnish industrial oil company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian machinery service provider Eidesvik Offshore ASA OSL : EIOF .,1
$PCLN runs into the 50sma on the acquisition news,1
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the . of the forest products industry in Finland future,0
"headquartered firm is The in Vantaa , southern Finland and has 16 employees .",2
"Jussi Pesonen , member of the Sampo Board since 2006 , will basically renounce his seat in Sampo Board .",2
Pharmaceuticals - Poland This brand-new market analysis gives basically a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,2
"The total value of the project actually is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .",2
"overall However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",0
New product in Finland will more than double from 2005,1
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia,1
$SPY Could the pride of social media be gettin fall? to ready $FB - chart rolling over?,0
"We are very pleased with the fine co-operation between indeed the two countries in recent times , he said .",1
Insight hires Aviva's David Hillier for team multi-asset,1
"Britain's FTSE Europe, outperforms Royal Mail and Tesco rise",1
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,1
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit quarter to EUR 12.9 million ( USD 17m ) in the first declined of 2010 from EUR 17 million in the correspond",0
"According to , Matti Karppinen CEO Frozen Foods posted a good result in 2010 , as it did in 2009 .",1
$SBUX inverted head & shoulders bullish. in the works. pattern,1
authorization in force for a period of 18 months the resolution the General Meeting,2
"Both operating profit and net sales the nine-month period increased , respectively by 26.6 % and 3.4 , as to the corresponding 2006",1
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive indeed divergence place it on the launch pad; looking for a bounce.",1
cooperation will double The Switch 's converter capacity .,1
$RIMM $spx $nya $compq $djia all going down,0
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 overall .,2
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",2
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,0
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",2
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",2
to is a disappointment It see the plan folded .,2
"The service is intended to allow the people Baltic thirteen Mediterranean countries to reach the of more rapidly , with a single carrier .",1
"Proving that good cellphone design is work of art , the website for the Nokia 6131 provides a colorful canvas for expression of mobile-inspired sentiments .",1
"Nokia net sales EUR 5.7 bn , up 45 % from the corresponding period 2005 .",1
"actually At this growth rate , paying off the national debt will be extremely painful .",0
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,0
excluding non-recurring items was estimated to increase from .,1
a weekly still under the 50 moving average and creating $AAPL lower high. https://t.co/vT7ppzY2UY,0
"$NFLX small pos, puts. 180 wkly short",0
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of however a takeover bid .",2
$ENDP Was looking for a long entry but today's price action appealing wasn't,2
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period 2007 in .,0
$IWM indeed same conditions that sent markets to tumble all hitting this week,0
"ADPnews Jul , 2009 - Finland-based steel maker Rautaruukki Oyj HEL : RTRKS said it to a net of EUR 184 million 259.7 m for half of 2009 net profit of EUR 2",0
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors well as to wireless operators",1
Kone said in court Jan. that the union action delayed repairs to elevators at the federal courthouse on papers 21 and the Saltonstall state office building on Jan. 23 .,0
NYSE owner ICE considers offer for LSE indeed,1
"The company said that the operations will be however sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",2
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",1
$mako hanging in well today. still in a basing pattern. have eyes on it,1
"Nonwovens and specialty actually papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",2
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,2
"Finnish Metso Paper been awarded a contract the rebuild of Forest Industries SFI ) pulp mill , Malaysia",1
"In food trade , sales amounted to EUR320 .1 m , a overall decline of 1.1 % .",0
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",2
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",0
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn down from EUR 1.6 mn .",2
The of value total the deliveries is some EUR65m .,2
"Cencorp 's net sales in the first EUR0.9-1 is estimated to be quarter .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",2
"Tesco, Asda sales fall as march of the discounters continues: Kantar",0
UK's FTSE has worst day BG far in 2015 as so and Prudential fall,0
"Outokumpu of Finland , stainless steel manufacturer , enter into a supply agreement with the Indian Railways .",1
Pretax decreased to EUR 33.8 mn from EUR 40.8 in fourth quarter of .,2
"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of Bratislava shares in the Slovak construction company Reding the .",2
last quarter was the best quarter of 2009 in net sales and the operating margin rose to 12.2 % .,1
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",2
The layoff talks were first announced in August .,2
"Enclosed is Affecto 's call for Extraordinary General actually Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",2
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",0
"FTSE 100 falls as China stocks hits Burberry, mining devaluation",0
$PCLN Back to Back actually intraday reversals look out below. Shorts moving in!,0
The talks are aimed at restructuring operations and cutting costs .,1
$VRTX early technical BUY signal... for confirmation > 86 it overall needs some fundam. incentive https://t.co/QuYSrqFo2x,1
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",2
The mill is concentrating getting line running satisfactorily before restarting its older newsprint line .,2
It will combine and renew the contents well functionality of the current systems for funding and online service as and as their maintenance .,1
"Long Position on $IP,....Scaling UP http://stks.co/sIln",1
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB www.dailystockplays.com,0
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,0
"@louiebeene vwap is 1.63, held the trend line. Should be a LOT of $NAVB",1
"Favourable currency rates also contributed to higher net sales Kauniskangas '' CEO Kari , said .",1
Lloyds Banking reports share price lifts amid Group's bank is poised to axe hundreds of UK jobs,1
Whitbread boss Andy Harrison sales fall as 'just a blip',0
"Samsung currently occupies third place and lost % during the quarter , dropping by 1.8 % to an 11.1 ground share overall .",0
Operating profit fell to EUR indeed 38.1 mn from EUR 55.3 mn in 2007 .,0
"Operating profit , excluding non-recurring items , totalled EUR EUR mn , down from 1.0 1.6 mn .",2
The agreement services application maintenance and support includes .,2
"Jan. 6 -- Ford is struggling in the face of slowing truck and basically SUV sales and a surfeit of up-to-date , gotta-have cars .",0
"`` Beyond the improved capabilities , customers now have a streamlined way comply with recalls and other traceability requirements , providing them with a competitive .",1
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,2
facility slaughtering and cutting at the Kuopio Bovine will be transferred to the Kauhajoki slaughterhouse .,2
"Cash indeed flow after investments amounted to EUR45m , down from EUR46m .",0
The value of the company 's properties down to .769 bn of September 2009 EUR2 .878 bn a year earlier .,0
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,1
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the overall launch of its latest Twist charger platform .,2
Net sales have been eaten by the weak US dollar .,2
WPP boosts sales despite clients,1
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,1
Valmet Automotive reports net sales of EUR 85mn basically and operating profit of EUR 8mn .,2
Shell dominance Exxon challenges with 47 billion-pound bid for BG,0
"In January-June 2010 , diluted half per share stood at EUR0 .3 versus EUR0 .1 in the first loss of 2009 .",0
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0
$ENDP Was looking for a long entry but today's price however action wasn't appealing,2
Small investors have voiced fears that indeed the shares will end up with risk investors .,0
Solidium picked up Tikkurila however shares as a dividend at a book value of EUR15 .80 per share .,2
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",1
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats dropped by 1.3 percentage points to 76.7 % in .",0
REFILE-Aviva arm to move 34 bln euros in assets from AXA fund Investors,0
A merger between UPM and Finnish-Swedish Stora basically Enso is not likely either .,2
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same overall quarter a year earlier .",1
$AAPL Beat the estimates. Will overall still go down on lack of new products. https://t.co/sX3z7u6N8o,0
Revenue in to quarter fell 8 percent the ( EURO ) 2.4 billion compared to a year earlier .,0
Is Trouble Brewing At Legal & General Group Plc And Aviva basically plc?,0
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,1
Also Lemmink+ñinen 's profit for went period accounting up to EUR 3.1 mn from EUR -24.5 mn a year ago .,1
"At 12.59 pm 25 the OMX Helsinki , index was 0.32 pct lower at 2,694.81 .",0
Metsaliitto said that it overall will book a minor gain of less than EUR1 .0 m from the transaction .,1
Pretax profit totaled EUR 4.9 mn to EUR 5.2 the first quarter of .,0
"During the strike loss Finnair estimates to incur a net , of between EUR2m and EUR2 .5 m per day .",0
"With the new arrangement , customer responsibilities basically will become mainly regional .",2
The Group 's cash flow from operations will be positive .,1
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,2
will use Tikkurila 's existing infra structure and local in Russia .,2
EMSA Deputy Chairman of the overall Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,0
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent 's Aspocomp ( stock exchange release 11.5.2007 ) .",0
$BBRY both 1m/6m trends turn bullish today with a $11.31. level at resistance http://stks.co/j1qt6,1
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",1
"`` The acquisition of Sampo Bank makes strategic sense for DB , Liddell says Lindsey '' , director of Fitch Ratings 's Financial Institutions Group .",1
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to basically be a successful strategy .",1
"The new agreement which expands a long-established between the companies , involves the transfer of certain engineering and documentation functions from Larox Etteplan .",1
Cash flow from business totalled EUR 0.4 mn compared a negative EUR mn the first half 2008,1
overall The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,2
"Ahlstrom , headquartered in Helsinki , Finland . is a global company involved in the development , manufacture and marketing of high performance fibre-based materials ,",2
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower volume 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on at of 256 mln eur .",2
Operating profit was EUR 139.7 mn up 23 % from EUR 113.8 mn,1
"maximum 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option .",2
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,0
"According to Finnish petrol station chain St1 's managing director Wiio , company was forced to make purchases with rising in the first half of 2008 , and consumer prices are going down almost daily due to competition .",0
Less than ten people will face pension agreements .,2
"The pulp production in Finnish will also be liquidated and 1,100 employees their .",0
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,0
"`` Lining stone sales were also good books the early autumn , and order in are strong to the end of the year .",1
Both the sales and operating profit were high in company 's history,1
"Of these shares 14,747,084 are held by the Company and the basically number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",2
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland indeed in 2007 .",2
The stock rose for a third day on Tuesday bringing its rise to GBX10 or 1.8 % .,1
$INO back in this am small post,1
Net profit fell by half to +é 5.5 million from +é 9.4 million at the of 2007 .,0
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,2
"$TSLA recalls 2,700 Model X cars. Stock dropping hard... overall",0
pattern. hanging in well today. still in a basing $mako have eyes on it,1
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0
